,park_code,park_name,family,scientific_name,common_names,conservation_status,protected,raptor
42081,GRCA,Grand Canyon National Park,Accipitridae,Accipiter cooperii,Cooper's Hawk,Species of Concern,True,Hawk
42082,GRCA,Grand Canyon National Park,Accipitridae,Accipiter gentilis,Northern Goshawk,Least Concern,False,Hawk
42083,GRCA,Grand Canyon National Park,Accipitridae,Accipiter striatus,Sharp Shinned Hawk,Species of Concern,True,Hawk
42084,GRCA,Grand Canyon National Park,Accipitridae,Aquila chrysaetos,Golden Eagle,Species of Concern,True,Eagle
42085,GRCA,Grand Canyon National Park,Accipitridae,Buteo albonotatus,Zone Tailed Hawk,Least Concern,False,Hawk
42086,GRCA,Grand Canyon National Park,Accipitridae,Buteo jamaicensis,Red Tailed Hawk,Least Concern,False,Hawk
42087,GRCA,Grand Canyon National Park,Accipitridae,Buteo lagopus,Rough Legged Hawk,Species of Concern,True,Hawk
42088,GRCA,Grand Canyon National Park,Accipitridae,Buteo lineatus,Red Shouldered Hawk,Species of Concern,True,Hawk
42089,GRCA,Grand Canyon National Park,Accipitridae,Buteo platypterus,Broad Winged Hawk,Least Concern,False,Hawk
42090,GRCA,Grand Canyon National Park,Accipitridae,Buteo regalis,Ferruginous Hawk,Least Concern,False,Hawk
42091,GRCA,Grand Canyon National Park,Accipitridae,Buteo swainsoni,Swainson's Hawk,Least Concern,False,Hawk
42092,GRCA,Grand Canyon National Park,Accipitridae,Buteogallus anthracinus,Common Black Hawk,Least Concern,False,Hawk
42093,GRCA,Grand Canyon National Park,Accipitridae,Circus cyaneus,Northern Harrier,Species of Concern,True,Harrier
42094,GRCA,Grand Canyon National Park,Accipitridae,Haliaeetus leucocephalus,Bald Eagle,In Recovery,True,Eagle
42095,GRCA,Grand Canyon National Park,Cathartidae,Cathartes aura,Turkey Vulture,Species of Concern,True,Vulture
42096,GRCA,Grand Canyon National Park,Cathartidae,Gymnogyps californianus,California Condor,Endangered,True,Condor
42097,GRCA,Grand Canyon National Park,Pandionidae,Pandion haliaetus,Osprey,Species of Concern,True,Osprey
42098,GRCA,Grand Canyon National Park,Anatidae,Aix sponsa,Wood Duck,Least Concern,False,
42099,GRCA,Grand Canyon National Park,Anatidae,Alopochen aegyptiaca,Egyptian Goose,Least Concern,False,
42100,GRCA,Grand Canyon National Park,Anatidae,Anas acuta,Northern Pintail,Least Concern,False,
42101,GRCA,Grand Canyon National Park,Anatidae,Anas americana,American Wigeon,Least Concern,False,
42102,GRCA,Grand Canyon National Park,Anatidae,Anas clypeata,Northern Shoveler,Least Concern,False,
42103,GRCA,Grand Canyon National Park,Anatidae,Anas crecca,"Eurasian Teal, Green Winged Teal",Least Concern,False,
42104,GRCA,Grand Canyon National Park,Anatidae,Anas cyanoptera,Cinnamon Teal,Least Concern,False,
42105,GRCA,Grand Canyon National Park,Anatidae,Anas discors,Blue Winged Teal,Least Concern,False,
42106,GRCA,Grand Canyon National Park,Anatidae,Anas penelope,Eurasian Wigeon,Least Concern,False,
42107,GRCA,Grand Canyon National Park,Anatidae,Anas platyrhynchos,Mallard,Least Concern,False,
42108,GRCA,Grand Canyon National Park,Anatidae,Anas strepera,Gadwall,Least Concern,False,
42109,GRCA,Grand Canyon National Park,Anatidae,Anser albifrons,Greater White Fronted Goose,Least Concern,False,
42110,GRCA,Grand Canyon National Park,Anatidae,Aythya affinis,Lesser Scaup,Species of Concern,True,
42111,GRCA,Grand Canyon National Park,Anatidae,Aythya americana,Redhead,Least Concern,False,
42112,GRCA,Grand Canyon National Park,Anatidae,Aythya collaris,Ring Necked Duck,Least Concern,False,
42113,GRCA,Grand Canyon National Park,Anatidae,Aythya marila,Greater Scaup,Least Concern,False,
42114,GRCA,Grand Canyon National Park,Anatidae,Aythya valisineria,Canvasback,Least Concern,False,
42115,GRCA,Grand Canyon National Park,Anatidae,Branta canadensis,Canada Goose,Least Concern,False,
42116,GRCA,Grand Canyon National Park,Anatidae,Branta hutchinsii,Cackling Goose,Least Concern,False,
42117,GRCA,Grand Canyon National Park,Anatidae,Bucephala albeola,Bufflehead,Least Concern,False,
42118,GRCA,Grand Canyon National Park,Anatidae,Bucephala clangula,Common Goldeneye,Least Concern,False,
42119,GRCA,Grand Canyon National Park,Anatidae,Bucephala islandica,BarrowS Goldeneye,Least Concern,False,
42120,GRCA,Grand Canyon National Park,Anatidae,Chen caerulescens,Snow Goose,Least Concern,False,
42121,GRCA,Grand Canyon National Park,Anatidae,Chen rossii,Ross' Goose,Least Concern,False,
42122,GRCA,Grand Canyon National Park,Anatidae,Clangula hyemalis,Long Tailed Duck,Least Concern,False,
42123,GRCA,Grand Canyon National Park,Anatidae,Cygnus buccinator,Trumpeter Swan,Species of Concern,True,
42124,GRCA,Grand Canyon National Park,Anatidae,Cygnus columbianus,Tundra Swan,Least Concern,False,
42125,GRCA,Grand Canyon National Park,Anatidae,Histrionicus histrionicus,Harlequin Duck,Least Concern,False,
42126,GRCA,Grand Canyon National Park,Anatidae,Lophodytes cucullatus,Hooded Merganser,Least Concern,False,
42127,GRCA,Grand Canyon National Park,Anatidae,Melanitta fusca,"White Winged Scoter, Velvet Scoter",Least Concern,False,
42128,GRCA,Grand Canyon National Park,Anatidae,Melanitta perspicillata,Surf Scoter,Least Concern,False,
42129,GRCA,Grand Canyon National Park,Anatidae,Mergus merganser,Common Merganser,Least Concern,False,
42130,GRCA,Grand Canyon National Park,Anatidae,Mergus serrator,Red Breasted Merganser,Least Concern,False,
42131,GRCA,Grand Canyon National Park,Anatidae,Oxyura jamaicensis,Ruddy Duck,Least Concern,False,
42132,GRCA,Grand Canyon National Park,Apodidae,Aeronautes saxatalis,White Throated Swift,Least Concern,False,
42134,GRCA,Grand Canyon National Park,Apodidae,Chaetura vauxi,Vaux's Swift,Species of Concern,True,
42135,GRCA,Grand Canyon National Park,Trochilidae,Archilochus alexandri,Black Chinned Hummingbird,Least Concern,False,
42136,GRCA,Grand Canyon National Park,Trochilidae,Calypte anna,Anna's Hummingbird,Least Concern,False,
42137,GRCA,Grand Canyon National Park,Trochilidae,Calypte costae,CostaS Hummingbird,Least Concern,False,
42138,GRCA,Grand Canyon National Park,Trochilidae,Eugenes fulgens,Magnificent Hummingbird,Least Concern,False,
42139,GRCA,Grand Canyon National Park,Trochilidae,Selasphorus platycercus,Broad Tailed Hummingbird,Least Concern,False,
42140,GRCA,Grand Canyon National Park,Trochilidae,Selasphorus rufus,Rufous Hummingbird,Species of Concern,True,
42141,GRCA,Grand Canyon National Park,Trochilidae,Stellula calliope,Calliope Hummingbird,Species of Concern,True,
42142,GRCA,Grand Canyon National Park,Caprimulgidae,Caprimulgus vociferus arizonae,Mexican Whip Poor Will,Least Concern,False,
42143,GRCA,Grand Canyon National Park,Caprimulgidae,Chordeiles acutipennis,Lesser Nighthawk,Species of Concern,True,
42144,GRCA,Grand Canyon National Park,Caprimulgidae,Chordeiles minor,Common Nighthawk,Least Concern,False,
42146,GRCA,Grand Canyon National Park,Caprimulgidae,Phalaenoptilus nuttallii,Common Poorwill,Least Concern,False,
42148,GRCA,Grand Canyon National Park,Charadriidae,Charadrius nivosus,Snowy Plover,Least Concern,False,
42149,GRCA,Grand Canyon National Park,Charadriidae,Charadrius semipalmatus,Semipalmated Plover,Least Concern,False,
42150,GRCA,Grand Canyon National Park,Charadriidae,Charadrius vociferus,Killdeer,Least Concern,False,
42151,GRCA,Grand Canyon National Park,Laridae,Chlidonias niger,Black Tern,Species of Concern,True,
42152,GRCA,Grand Canyon National Park,Laridae,Chroicocephalus philadelphia,Bonaparte's Gull,Least Concern,False,
42153,GRCA,Grand Canyon National Park,Laridae,Hydroprogne caspia,Caspian Tern,Least Concern,False,
42154,GRCA,Grand Canyon National Park,Laridae,Larus argentatus,"European Herring Gull, Herring Gull",Least Concern,False,
42155,GRCA,Grand Canyon National Park,Laridae,Larus californicus,California Gull,Least Concern,False,
42156,GRCA,Grand Canyon National Park,Laridae,Larus delawarensis,Ring Billed Gull,Least Concern,False,
42157,GRCA,Grand Canyon National Park,Laridae,Larus pipixcan,Franklin's Gull,Least Concern,False,
42158,GRCA,Grand Canyon National Park,Laridae,Sterna forsteri,Forster's Tern,Least Concern,False,
42159,GRCA,Grand Canyon National Park,Laridae,Sterna hirundo,Common Tern,Species of Concern,True,
42160,GRCA,Grand Canyon National Park,Laridae,Xema sabini,Sabine's Gull,Least Concern,False,
42161,GRCA,Grand Canyon National Park,Recurvirostridae,Himantopus mexicanus,Black Necked Stilt,Least Concern,False,
42162,GRCA,Grand Canyon National Park,Recurvirostridae,Recurvirostra americana,American Avocet,Least Concern,False,
42163,GRCA,Grand Canyon National Park,Scolopacidae,Actitis macularius,Spotted Sandpiper,Least Concern,False,
42164,GRCA,Grand Canyon National Park,Scolopacidae,Calidris alba,Sanderling,Least Concern,False,
42165,GRCA,Grand Canyon National Park,Scolopacidae,Calidris alpina,Dunlin,Least Concern,False,
42166,GRCA,Grand Canyon National Park,Scolopacidae,Calidris bairdii,Baird's Sandpiper,Least Concern,False,
42167,GRCA,Grand Canyon National Park,Scolopacidae,Calidris mauri,Western Sandpiper,Least Concern,False,
42168,GRCA,Grand Canyon National Park,Scolopacidae,Calidris melanotos,Pectoral Sandpiper,Least Concern,False,
42169,GRCA,Grand Canyon National Park,Scolopacidae,Calidris minutilla,Least Sandpiper,Least Concern,False,
42170,GRCA,Grand Canyon National Park,Scolopacidae,Calidris pusilla,Semipalmated Sandpiper,Least Concern,False,
42171,GRCA,Grand Canyon National Park,Scolopacidae,Gallinago delicata,"Wilson's Snipe, Common Snipe",Least Concern,False,
42172,GRCA,Grand Canyon National Park,Scolopacidae,Gallinago gallinago,Common Snipe,Least Concern,False,
42173,GRCA,Grand Canyon National Park,Scolopacidae,Limnodromus scolopaceus,Long Billed Dowitcher,Least Concern,False,
42174,GRCA,Grand Canyon National Park,Scolopacidae,Limosa fedoa,Marbled Godwit,Species of Concern,True,
42175,GRCA,Grand Canyon National Park,Scolopacidae,Numenius americanus,Long Billed Curlew,Least Concern,False,
42176,GRCA,Grand Canyon National Park,Scolopacidae,Phalaropus lobatus,Red Necked Phalarope,Least Concern,False,
42177,GRCA,Grand Canyon National Park,Scolopacidae,Phalaropus tricolor,Wilson's Phalarope,Least Concern,False,
42178,GRCA,Grand Canyon National Park,Scolopacidae,Tringa flavipes,Lesser Yellowlegs,Least Concern,False,
42179,GRCA,Grand Canyon National Park,Scolopacidae,Tringa melanoleuca,Greater Yellowlegs,Least Concern,False,
42180,GRCA,Grand Canyon National Park,Scolopacidae,Tringa semipalmata,Willet,Least Concern,False,
42181,GRCA,Grand Canyon National Park,Scolopacidae,Tringa solitaria,Solitary Sandpiper,Least Concern,False,
42183,GRCA,Grand Canyon National Park,Stercorariidae,Stercorarius,Jaegers,Least Concern,False,
42184,GRCA,Grand Canyon National Park,Ciconiidae,Mycteria americana,Wood Stork,Least Concern,False,
42185,GRCA,Grand Canyon National Park,Columbidae,Columba livia,"Rock Pigeon, Rock Dove",Least Concern,False,
42186,GRCA,Grand Canyon National Park,Columbidae,Columbina inca,Inca Dove,Least Concern,False,
42187,GRCA,Grand Canyon National Park,Columbidae,Columbina passerina,Common Ground Dove,Least Concern,False,
42188,GRCA,Grand Canyon National Park,Columbidae,Patagioenas fasciata,Band Tailed Pigeon,Species of Concern,True,
42190,GRCA,Grand Canyon National Park,Columbidae,Streptopelia decaocto,Eurasian Collared Dove,Least Concern,False,
42191,GRCA,Grand Canyon National Park,Columbidae,Zenaida asiatica,White Winged Dove,Least Concern,False,
42192,GRCA,Grand Canyon National Park,Columbidae,Zenaida macroura,Mourning Dove,Least Concern,False,
42194,GRCA,Grand Canyon National Park,Alcedinidae,Megaceryle alcyon,Belted Kingfisher,Least Concern,False,
42195,GRCA,Grand Canyon National Park,Cuculidae,Coccyzus americanus,Yellow Billed Cuckoo,Threatened,True,
42196,GRCA,Grand Canyon National Park,Cuculidae,Crotophaga sulcirostris,Groove Billed Ani,Least Concern,False,
42197,GRCA,Grand Canyon National Park,Cuculidae,Geococcyx californianus,Greater Roadrunner,Least Concern,False,
42198,GRCA,Grand Canyon National Park,Falconidae,Falco columbarius,Merlin,Species of Concern,True,Falcon
42200,GRCA,Grand Canyon National Park,Falconidae,Falco mexicanus,Prairie Falcon,Species of Concern,True,Falcon
42201,GRCA,Grand Canyon National Park,Falconidae,Falco peregrinus,Peregrine Falcon,Species of Concern,True,Falcon
42202,GRCA,Grand Canyon National Park,Falconidae,Falco peregrinus anatum,American Peregrine Falcon,In Recovery,True,Falcon
42203,GRCA,Grand Canyon National Park,Falconidae,Falco sparverius,American Kestrel,Least Concern,False,Kestrel
42205,GRCA,Grand Canyon National Park,Odontophoridae,Callipepla gambelii,Gambel's Quail,Least Concern,False,
42206,GRCA,Grand Canyon National Park,Phasianidae,Alectoris chukar,"Chukar, Chukar Partridge",Least Concern,False,
42207,GRCA,Grand Canyon National Park,Phasianidae,Centrocercus urophasianus,Greater Sage Grouse,Least Concern,False,
42208,GRCA,Grand Canyon National Park,Phasianidae,Dendragapus obscurus,"Dusky Grouse, Blue Grouse",Least Concern,False,
42209,GRCA,Grand Canyon National Park,Phasianidae,Dendragapus obscurus obscurus,Blue Grouse,Least Concern,False,
42210,GRCA,Grand Canyon National Park,Phasianidae,Meleagris gallopavo,Wild Turkey,Least Concern,False,
42211,GRCA,Grand Canyon National Park,Gaviidae,Gavia immer,"Common Loon, Great Northern Diver, Great Northern Loon",Species of Concern,True,
42212,GRCA,Grand Canyon National Park,Gaviidae,Gavia pacifica,"Pacific Diver, Pacific Loon",Least Concern,False,
42213,GRCA,Grand Canyon National Park,Gruidae,Grus canadensis,Sandhill Crane,Least Concern,False,
42214,GRCA,Grand Canyon National Park,Rallidae,Fulica americana,American Coot,Least Concern,False,
42215,GRCA,Grand Canyon National Park,Rallidae,Gallinula galeata,Common Gallinule,Least Concern,False,
42216,GRCA,Grand Canyon National Park,Rallidae,Porzana carolina,Sora,Least Concern,False,
42217,GRCA,Grand Canyon National Park,Rallidae,Rallus limicola,Virginia Rail,Least Concern,False,
42218,GRCA,Grand Canyon National Park,Rallidae,Rallus longirostris,Clapper Rail,Species of Concern,True,
42219,GRCA,Grand Canyon National Park,Rallidae,Rallus longirostris yumanensis,Yuma Clapper Rail,Endangered,True,
42220,GRCA,Grand Canyon National Park,Aegithalidae,Psaltriparus minimus,Bushtit,Least Concern,False,
42222,GRCA,Grand Canyon National Park,Alaudidae,Eremophila alpestris,Horned Lark,Least Concern,False,
42226,GRCA,Grand Canyon National Park,Bombycillidae,Bombycilla cedrorum,Cedar Waxwing,Least Concern,False,
42227,GRCA,Grand Canyon National Park,Bombycillidae,Bombycilla garrulus,Bohemian Waxwing,Least Concern,False,
42228,GRCA,Grand Canyon National Park,Cardinalidae,Passerina amoena,Lazuli Bunting,Least Concern,False,
42229,GRCA,Grand Canyon National Park,Cardinalidae,Passerina caerulea,Blue Grosbeak,Least Concern,False,
42231,GRCA,Grand Canyon National Park,Cardinalidae,Passerina ciris,Painted Bunting,Least Concern,False,
42232,GRCA,Grand Canyon National Park,Cardinalidae,Passerina cyanea,Indigo Bunting,Least Concern,False,
42233,GRCA,Grand Canyon National Park,Cardinalidae,Pheucticus ludovicianus,Rose Breasted Grosbeak,Least Concern,False,
42234,GRCA,Grand Canyon National Park,Cardinalidae,Pheucticus melanocephalus,Black Headed Grosbeak,Least Concern,False,
42236,GRCA,Grand Canyon National Park,Cardinalidae,Piranga flava,Hepatic Tanager,Least Concern,False,
42237,GRCA,Grand Canyon National Park,Cardinalidae,Piranga ludoviciana,Western Tanager,Least Concern,False,
42238,GRCA,Grand Canyon National Park,Cardinalidae,Piranga olivacea,Scarlet Tanager,Least Concern,False,
42239,GRCA,Grand Canyon National Park,Cardinalidae,Piranga rubra,Summer Tanager,Species of Concern,True,
42240,GRCA,Grand Canyon National Park,Cardinalidae,Spiza americana,Dickcissel,Least Concern,False,
42241,GRCA,Grand Canyon National Park,Certhiidae,Certhia americana,Brown Creeper,Species of Concern,True,
42243,GRCA,Grand Canyon National Park,Cinclidae,Cinclus mexicanus,American Dipper,Least Concern,False,
42245,GRCA,Grand Canyon National Park,Corvidae,Aphelocoma californica,"Western Scrub Jay, Scrub Jay",Least Concern,False,
42246,GRCA,Grand Canyon National Park,Corvidae,Corvus brachyrhynchos,American Crow,Least Concern,False,
42247,GRCA,Grand Canyon National Park,Corvidae,Corvus corax,Common Raven,Least Concern,False,
42248,GRCA,Grand Canyon National Park,Corvidae,Cyanocitta cristata,Blue Jay,Least Concern,False,
42249,GRCA,Grand Canyon National Park,Corvidae,Cyanocitta stelleri,StellerS Jay,Least Concern,False,
42250,GRCA,Grand Canyon National Park,Corvidae,Gymnorhinus cyanocephalus,Pinyon Jay,Species of Concern,True,
42251,GRCA,Grand Canyon National Park,Corvidae,Nucifraga columbiana,Clark's Nutcracker,Least Concern,False,
42252,GRCA,Grand Canyon National Park,Corvidae,Pica hudsonia,Black Billed Magpie,Least Concern,False,
42253,GRCA,Grand Canyon National Park,Emberizidae,Aimophila ruficeps,Rufous Crowned Sparrow,Least Concern,False,
42255,GRCA,Grand Canyon National Park,Emberizidae,Ammodramus savannarum,Grasshopper Sparrow,Species of Concern,True,
42257,GRCA,Grand Canyon National Park,Emberizidae,Amphispiza bilineata,Black Throated Sparrow,Least Concern,False,
42259,GRCA,Grand Canyon National Park,Emberizidae,Artemisiospiza belli,Sage Sparrow,Least Concern,False,
42261,GRCA,Grand Canyon National Park,Emberizidae,Calamospiza melanocorys,Lark Bunting,Least Concern,False,
42262,GRCA,Grand Canyon National Park,Emberizidae,Chondestes grammacus,Lark Sparrow,Least Concern,False,
42264,GRCA,Grand Canyon National Park,Emberizidae,Junco hyemalis,Dark Eyed Junco,Least Concern,False,
42265,GRCA,Grand Canyon National Park,Emberizidae,Junco hyemalis caniceps,Dark Eyed Junco (Gray Headed Race),Least Concern,False,
42266,GRCA,Grand Canyon National Park,Emberizidae,Junco hyemalis cismontanus,Dark Eyed Junco (Cassiar),Least Concern,False,
42267,GRCA,Grand Canyon National Park,Emberizidae,Junco hyemalis dorsalis,Dark Eyed Junco (Red Backed),Least Concern,False,
42268,GRCA,Grand Canyon National Park,Emberizidae,Junco hyemalis hyemalis,Dark Eyed Junco (Slate Colored Race),Least Concern,False,
42269,GRCA,Grand Canyon National Park,Emberizidae,Junco hyemalis mearnsi,Dark Eyed Junco (Pink Sided Race),Least Concern,False,
42270,GRCA,Grand Canyon National Park,Emberizidae,Junco hyemalis shufeldti,Dark Eyed Junco (Oregon Race),Least Concern,False,
42272,GRCA,Grand Canyon National Park,Emberizidae,Melospiza georgiana,Swamp Sparrow,Least Concern,False,
42273,GRCA,Grand Canyon National Park,Emberizidae,Melospiza lincolnii,Lincoln's Sparrow,Species of Concern,True,
42275,GRCA,Grand Canyon National Park,Emberizidae,Melospiza melodia,Song Sparrow,Least Concern,False,
42277,GRCA,Grand Canyon National Park,Emberizidae,Melozone fusca,Canyon Towhee,Least Concern,False,
42278,GRCA,Grand Canyon National Park,Emberizidae,Passerculus sandwichensis,Savannah Sparrow,Least Concern,False,
42280,GRCA,Grand Canyon National Park,Emberizidae,Passerella iliaca,Fox Sparrow,Least Concern,False,
42281,GRCA,Grand Canyon National Park,Emberizidae,Peucaea cassinii,Cassin's Sparrow,Least Concern,False,
42282,GRCA,Grand Canyon National Park,Emberizidae,Pipilo chlorurus,Green Tailed Towhee,Species of Concern,True,
42283,GRCA,Grand Canyon National Park,Emberizidae,Pipilo maculatus,Spotted Towhee,Least Concern,False,
42285,GRCA,Grand Canyon National Park,Emberizidae,Pooecetes gramineus,Vesper Sparrow,Least Concern,False,
42287,GRCA,Grand Canyon National Park,Emberizidae,Spizella arborea,American Tree Sparrow,Least Concern,False,
42288,GRCA,Grand Canyon National Park,Emberizidae,Spizella atrogularis,Black Chinned Sparrow,Least Concern,False,
42289,GRCA,Grand Canyon National Park,Emberizidae,Spizella breweri,Brewer's Sparrow,Species of Concern,True,
42290,GRCA,Grand Canyon National Park,Emberizidae,Spizella pallida,Clay Colored Sparrow,Least Concern,False,
42291,GRCA,Grand Canyon National Park,Emberizidae,Spizella passerina,Chipping Sparrow,Least Concern,False,
42293,GRCA,Grand Canyon National Park,Emberizidae,Zonotrichia albicollis,White Throated Sparrow,Least Concern,False,
42294,GRCA,Grand Canyon National Park,Emberizidae,Zonotrichia atricapilla,Golden Crowned Sparrow,Least Concern,False,
42295,GRCA,Grand Canyon National Park,Emberizidae,Zonotrichia leucophrys,White Crowned Sparrow,Least Concern,False,
42298,GRCA,Grand Canyon National Park,Emberizidae,Zonotrichia querula,"Harris' Sparrow, Harris's Sparrow",Least Concern,False,
42299,GRCA,Grand Canyon National Park,Fringillidae,Acanthis flammea,Common Redpoll,Least Concern,False,
42300,GRCA,Grand Canyon National Park,Fringillidae,Haemorhous cassinii,Cassin's Finch,Least Concern,False,
42301,GRCA,Grand Canyon National Park,Fringillidae,Haemorhous mexicanus,House Finch,Least Concern,False,
42303,GRCA,Grand Canyon National Park,Fringillidae,Haemorhous purpureus,Purple Finch,Least Concern,False,
42305,GRCA,Grand Canyon National Park,Fringillidae,Hesperiphona vespertina,Evening Grosbeak,Least Concern,False,
42308,GRCA,Grand Canyon National Park,Fringillidae,Leucosticte atrata,"Black Rosy Finch, Rosy Finch",Least Concern,False,
42309,GRCA,Grand Canyon National Park,Fringillidae,Loxia curvirostra,Red Crossbill,Species of Concern,True,
42313,GRCA,Grand Canyon National Park,Fringillidae,Loxia leucoptera,"Two Barred Crossbill, White Winged Crossbill",Least Concern,False,
42314,GRCA,Grand Canyon National Park,Fringillidae,Pinicola enucleator,Pine Siskin,Least Concern,False,
42315,GRCA,Grand Canyon National Park,Fringillidae,Pinicola enucleator montana,Pine Grosbeak,Least Concern,False,
42316,GRCA,Grand Canyon National Park,Fringillidae,Spinus lawrencei,LawrenceS Goldfinch,Least Concern,False,
42319,GRCA,Grand Canyon National Park,Fringillidae,Spinus psaltria,Lesser Goldfinch,Least Concern,False,
42321,GRCA,Grand Canyon National Park,Fringillidae,Spinus tristis,American Goldfinch,Least Concern,False,
42322,GRCA,Grand Canyon National Park,Hirundinidae,Hirundo rustica,Barn Swallow,Least Concern,False,
42323,GRCA,Grand Canyon National Park,Hirundinidae,Petrochelidon pyrrhonota,Cliff Swallow,Least Concern,False,
42324,GRCA,Grand Canyon National Park,Hirundinidae,Progne subis,Purple Martin,Species of Concern,True,
42325,GRCA,Grand Canyon National Park,Hirundinidae,Riparia riparia,Bank Swallow,Species of Concern,True,
42326,GRCA,Grand Canyon National Park,Hirundinidae,Stelgidopteryx serripennis,Northern Rough Winged Swallow,Least Concern,False,
42327,GRCA,Grand Canyon National Park,Hirundinidae,Tachycineta bicolor,Tree Swallow,Species of Concern,True,
42328,GRCA,Grand Canyon National Park,Hirundinidae,Tachycineta thalassina,Violet Green Swallow,Least Concern,False,
42330,GRCA,Grand Canyon National Park,Icteridae,Agelaius phoeniceus,Red Winged Blackbird,Least Concern,False,
42331,GRCA,Grand Canyon National Park,Icteridae,Dolichonyx oryzivorus,Bobolink,Least Concern,False,
42332,GRCA,Grand Canyon National Park,Icteridae,Euphagus carolinus,Rusty Blackbird,Least Concern,False,
42333,GRCA,Grand Canyon National Park,Icteridae,Euphagus cyanocephalus,Brewer's Blackbird,Least Concern,False,
42334,GRCA,Grand Canyon National Park,Icteridae,Icterus bullockii,"Bullock's Oriole, Northern Oriole",Least Concern,False,
42335,GRCA,Grand Canyon National Park,Icteridae,Icterus cucullatus,Hooded Oriole,Least Concern,False,
42336,GRCA,Grand Canyon National Park,Icteridae,Icterus galbula,"Northern Oriole, Baltimore Oriole",Least Concern,False,
42337,GRCA,Grand Canyon National Park,Icteridae,Icterus parisorum,Scott's Oriole,Least Concern,False,
42338,GRCA,Grand Canyon National Park,Icteridae,Icterus pustulatus,Streak Backed Oriole,Least Concern,False,
42339,GRCA,Grand Canyon National Park,Icteridae,Icterus spurius,Orchard Oriole,Least Concern,False,
42340,GRCA,Grand Canyon National Park,Icteridae,Molothrus aeneus,Bronzed Cowbird,Least Concern,False,
42341,GRCA,Grand Canyon National Park,Icteridae,Molothrus ater,Brown Headed Cowbird,Least Concern,False,
42343,GRCA,Grand Canyon National Park,Icteridae,Quiscalus mexicanus,Great Tailed Grackle,Least Concern,False,
42344,GRCA,Grand Canyon National Park,Icteridae,Quiscalus quiscula,Common Grackle,Least Concern,False,
42345,GRCA,Grand Canyon National Park,Icteridae,Sturnella magna,Eastern Meadowlark,Least Concern,False,
42346,GRCA,Grand Canyon National Park,Icteridae,Sturnella neglecta,Western Meadowlark,Least Concern,False,
42347,GRCA,Grand Canyon National Park,Icteridae,Xanthocephalus xanthocephalus,Yellow Headed Blackbird,Least Concern,False,
42348,GRCA,Grand Canyon National Park,Laniidae,Lanius excubitor,"Great Grey Shrike, Northern Shrike",Least Concern,False,
42349,GRCA,Grand Canyon National Park,Laniidae,Lanius ludovicianus,Loggerhead Shrike,Species of Concern,True,
42351,GRCA,Grand Canyon National Park,Mimidae,Dumetella carolinensis,"Gray Catbird, Grey Catbird",Least Concern,False,
42352,GRCA,Grand Canyon National Park,Mimidae,Mimus polyglottos,Northern Mockingbird,Least Concern,False,
42353,GRCA,Grand Canyon National Park,Mimidae,Oreoscoptes montanus,Sage Thrasher,Species of Concern,True,
42354,GRCA,Grand Canyon National Park,Mimidae,Toxostoma bendirei,"Bendire's Thrasher, Cuitlacoche Pico Corto",Least Concern,False,
42355,GRCA,Grand Canyon National Park,Mimidae,Toxostoma crissale,Crissal Thrasher,Species of Concern,True,
42356,GRCA,Grand Canyon National Park,Mimidae,Toxostoma curvirostre,Curve Billed Thrasher,Least Concern,False,
42357,GRCA,Grand Canyon National Park,Mimidae,Toxostoma lecontei,Le Conte's Thrasher,Species of Concern,True,
42358,GRCA,Grand Canyon National Park,Mimidae,Toxostoma rufum,Brown Thrasher,Least Concern,False,
42359,GRCA,Grand Canyon National Park,Motacillidae,Anthus rubescens,American Pipit,Least Concern,False,
42360,GRCA,Grand Canyon National Park,Motacillidae,Motacilla alba,White Wagtail,Least Concern,False,
42361,GRCA,Grand Canyon National Park,Paridae,Baeolophus ridgwayi,"Juniper Titmouse, Plain Titmouse",Least Concern,False,
42362,GRCA,Grand Canyon National Park,Paridae,Baeolophus ridgwayi ridgwayi,Juniper Titmouse,Least Concern,False,
42363,GRCA,Grand Canyon National Park,Paridae,Baeolophus wollweberi,Bridled Titmouse,Least Concern,False,
42364,GRCA,Grand Canyon National Park,Paridae,Poecile gambeli,Mountain Chickadee,Least Concern,False,
42365,GRCA,Grand Canyon National Park,Parulidae,Cardellina pusilla,Wilson's Warbler,Least Concern,False,
42368,GRCA,Grand Canyon National Park,Parulidae,Cardellina rubrifrons,Red Faced Warbler,Least Concern,False,
42369,GRCA,Grand Canyon National Park,Parulidae,Geothlypis formosa,Kentucky Warbler,Least Concern,False,
42370,GRCA,Grand Canyon National Park,Parulidae,Geothlypis tolmiei,Macgillivray's Warbler,Least Concern,False,
42371,GRCA,Grand Canyon National Park,Parulidae,Geothlypis trichas,Common Yellowthroat,Least Concern,False,
42373,GRCA,Grand Canyon National Park,Parulidae,Helmitheros vermivorum,Worm Eating Warbler,Least Concern,False,
42374,GRCA,Grand Canyon National Park,Parulidae,Icteria virens,Yellow Breasted Chat,Species of Concern,True,
42375,GRCA,Grand Canyon National Park,Parulidae,Leiothlypis celata,Orange Crowned Warbler,Least Concern,False,
42376,GRCA,Grand Canyon National Park,Parulidae,Leiothlypis celata orestera,None,Least Concern,False,
42377,GRCA,Grand Canyon National Park,Parulidae,Leiothlypis luciae,LucyS Warbler,Least Concern,False,
