,park_code,park_name,family,scientific_name,common_names,conservation_status,protected,raptor
85548,PEFO,Petrified Forest National Park,Emberizidae,Pipilo maculatus,Spotted Towhee,Least Concern,False,
85549,PEFO,Petrified Forest National Park,Emberizidae,Pooecetes gramineus,Vesper Sparrow,Least Concern,False,
85550,PEFO,Petrified Forest National Park,Emberizidae,Spizella arborea,American Tree Sparrow,Least Concern,False,
85551,PEFO,Petrified Forest National Park,Emberizidae,Spizella breweri,Brewer's Sparrow,Species of Concern,True,
85552,PEFO,Petrified Forest National Park,Emberizidae,Spizella pallida,Clay Colored Sparrow,Least Concern,False,
85553,PEFO,Petrified Forest National Park,Emberizidae,Spizella passerina,Chipping Sparrow,Least Concern,False,
85554,PEFO,Petrified Forest National Park,Emberizidae,Zonotrichia albicollis,White Throated Sparrow,Least Concern,False,
85555,PEFO,Petrified Forest National Park,Emberizidae,Zonotrichia leucophrys,White Crowned Sparrow,Least Concern,False,
85556,PEFO,Petrified Forest National Park,Fringillidae,Carduelis pinus,Pine Siskin,Least Concern,False,
85557,PEFO,Petrified Forest National Park,Fringillidae,Carduelis psaltria,Lesser Goldfinch,Least Concern,False,
85558,PEFO,Petrified Forest National Park,Fringillidae,Carduelis tristis,American Goldfinch,Least Concern,False,
85559,PEFO,Petrified Forest National Park,Fringillidae,Carpodacus cassinii,Cassin's Finch,Least Concern,False,
85560,PEFO,Petrified Forest National Park,Fringillidae,Carpodacus mexicanus,House Finch,Least Concern,False,
85561,PEFO,Petrified Forest National Park,Fringillidae,Coccothraustes vespertinus,Evening Grosbeak,Least Concern,False,
85562,PEFO,Petrified Forest National Park,Fringillidae,Loxia curvirostra,Red Crossbill,Species of Concern,True,
85563,PEFO,Petrified Forest National Park,Hirundinidae,Hirundo rustica,Barn Swallow,Least Concern,False,
85564,PEFO,Petrified Forest National Park,Hirundinidae,Petrochelidon pyrrhonota,"American Cliff Swallow, Cliff Swallow",Least Concern,False,
85565,PEFO,Petrified Forest National Park,Hirundinidae,Progne subis,Purple Martin,Species of Concern,True,
85566,PEFO,Petrified Forest National Park,Hirundinidae,Riparia riparia,"Bank Swallow, Sand Martin",Species of Concern,True,
85567,PEFO,Petrified Forest National Park,Hirundinidae,Stelgidopteryx serripennis,Northern Rough Winged Swallow,Least Concern,False,
85568,PEFO,Petrified Forest National Park,Hirundinidae,Tachycineta bicolor,Tree Swallow,Species of Concern,True,
85569,PEFO,Petrified Forest National Park,Hirundinidae,Tachycineta thalassina,Violet Green Swallow,Least Concern,False,
85570,PEFO,Petrified Forest National Park,Icteridae,Agelaius phoeniceus,Red Winged Blackbird,Least Concern,False,
85571,PEFO,Petrified Forest National Park,Icteridae,Euphagus cyanocephalus,Brewer's Blackbird,Least Concern,False,
85572,PEFO,Petrified Forest National Park,Icteridae,Icterus bullockii,Bullock's Oriole,Least Concern,False,
85573,PEFO,Petrified Forest National Park,Icteridae,Icterus cucullatus,Hooded Oriole,Least Concern,False,
85574,PEFO,Petrified Forest National Park,Icteridae,Icterus parisorum,Scott's Oriole,Least Concern,False,
85575,PEFO,Petrified Forest National Park,Icteridae,Molothrus ater,Brown Headed Cowbird,Least Concern,False,
85576,PEFO,Petrified Forest National Park,Icteridae,Quiscalus mexicanus,Great Tailed Grackle,Least Concern,False,
85577,PEFO,Petrified Forest National Park,Icteridae,Sturnella magna,Eastern Meadowlark,Least Concern,False,
85578,PEFO,Petrified Forest National Park,Icteridae,Sturnella neglecta,Western Meadowlark,Least Concern,False,
85579,PEFO,Petrified Forest National Park,Icteridae,Xanthocephalus xanthocephalus,Yellow Headed Blackbird,Least Concern,False,
85580,PEFO,Petrified Forest National Park,Laniidae,Lanius ludovicianus,Loggerhead Shrike,Species of Concern,True,
85581,PEFO,Petrified Forest National Park,Mimidae,Dumetella carolinensis,"Gray Catbird, Grey Catbird",Least Concern,False,
85582,PEFO,Petrified Forest National Park,Mimidae,Mimus polyglottos,Northern Mockingbird,Least Concern,False,
85583,PEFO,Petrified Forest National Park,Mimidae,Oreoscoptes montanus,Sage Thrasher,Species of Concern,True,
85584,PEFO,Petrified Forest National Park,Mimidae,Toxostoma bendirei,Bendire's Thrasher,Least Concern,False,
85585,PEFO,Petrified Forest National Park,Mimidae,Toxostoma curvirostre,Curve Billed Thrasher,Least Concern,False,
85586,PEFO,Petrified Forest National Park,Mimidae,Toxostoma rufum,Brown Thrasher,Least Concern,False,
85587,PEFO,Petrified Forest National Park,Motacillidae,Anthus rubescens,"American Pipit, Buff Bellied Pipit",Least Concern,False,
85588,PEFO,Petrified Forest National Park,Paridae,Baeolophus ridgwayi,Juniper Titmouse,Least Concern,False,
85589,PEFO,Petrified Forest National Park,Paridae,Poecile gambeli,Mountain Chickadee,Least Concern,False,
85590,PEFO,Petrified Forest National Park,Parulidae,Cardellina rubrifrons,Red Faced Warbler,Least Concern,False,
85591,PEFO,Petrified Forest National Park,Parulidae,Dendroica coronata,Yellow Rumped Warbler,Least Concern,False,
85592,PEFO,Petrified Forest National Park,Parulidae,Dendroica graciae,Grace's Warbler,Least Concern,False,
85593,PEFO,Petrified Forest National Park,Parulidae,Dendroica nigrescens,"Black Throated Gray Warbler, Black Throated Grey Warbler",Least Concern,False,
85594,PEFO,Petrified Forest National Park,Parulidae,Dendroica occidentalis,Hermit Warbler,Least Concern,False,
85595,PEFO,Petrified Forest National Park,Parulidae,Dendroica palmarum,Palm Warbler,Least Concern,False,
85596,PEFO,Petrified Forest National Park,Parulidae,Dendroica pensylvanica,Chestnut Sided Warbler,Least Concern,False,
85597,PEFO,Petrified Forest National Park,Parulidae,Dendroica petechia,"American Yellow Warbler, Yellow Warbler",Least Concern,False,
85598,PEFO,Petrified Forest National Park,Parulidae,Dendroica townsendi,Townsend's Warbler,Least Concern,False,
85599,PEFO,Petrified Forest National Park,Parulidae,Geothlypis trichas,Common Yellowthroat,Least Concern,False,
85600,PEFO,Petrified Forest National Park,Parulidae,Icteria virens,Yellow Breasted Chat,Species of Concern,True,
85601,PEFO,Petrified Forest National Park,Parulidae,Mniotilta varia,Black And White Warbler,Least Concern,False,
85602,PEFO,Petrified Forest National Park,Parulidae,Oporornis formosus,Kentucky Warbler,Least Concern,False,
85603,PEFO,Petrified Forest National Park,Parulidae,Oporornis tolmiei,Macgillivray's Warbler,Species of Concern,True,
85604,PEFO,Petrified Forest National Park,Parulidae,Seiurus aurocapilla,Ovenbird,Least Concern,False,
85605,PEFO,Petrified Forest National Park,Parulidae,Seiurus noveboracensis,Northern Waterthrush,Least Concern,False,
85606,PEFO,Petrified Forest National Park,Parulidae,Setophaga ruticilla,American Redstart,Least Concern,False,
85607,PEFO,Petrified Forest National Park,Parulidae,Vermivora celata,Orange Crowned Warbler,Least Concern,False,
85608,PEFO,Petrified Forest National Park,Parulidae,Vermivora luciae,Lucy's Warbler,Least Concern,False,
85609,PEFO,Petrified Forest National Park,Parulidae,Vermivora ruficapilla,Nashville Warbler,Species of Concern,True,
85610,PEFO,Petrified Forest National Park,Parulidae,Vermivora virginiae,Virginia's Warbler,Least Concern,False,
85611,PEFO,Petrified Forest National Park,Parulidae,Wilsonia pusilla,Wilson's Warbler,Species of Concern,True,
85612,PEFO,Petrified Forest National Park,Passeridae,Passer domesticus,House Sparrow,Least Concern,False,
85613,PEFO,Petrified Forest National Park,Polioptilidae,Polioptila caerulea,"Blue Gray Gnatcatcher, Blue Grey Gnatcatcher",Least Concern,False,
85614,PEFO,Petrified Forest National Park,Polioptilidae,Polioptila melanura,Black Tailed Gnatcatcher,Least Concern,False,
85615,PEFO,Petrified Forest National Park,Ptilogonatidae,Phainopepla nitens,Phainopepla,Species of Concern,True,
85616,PEFO,Petrified Forest National Park,Regulidae,Regulus calendula,Ruby Crowned Kinglet,Least Concern,False,
85617,PEFO,Petrified Forest National Park,Regulidae,Regulus satrapa,Golden Crowned Kinglet,Least Concern,False,
85618,PEFO,Petrified Forest National Park,Sittidae,Sitta canadensis,Red Breasted Nuthatch,Least Concern,False,
85619,PEFO,Petrified Forest National Park,Sittidae,Sitta carolinensis,White Breasted Nuthatch,Least Concern,False,
85620,PEFO,Petrified Forest National Park,Sittidae,Sitta pygmaea,Pygmy Nuthatch,Least Concern,False,
85621,PEFO,Petrified Forest National Park,Sturnidae,Sturnus vulgaris,"Common Starling, European Starling",Least Concern,False,
85622,PEFO,Petrified Forest National Park,Troglodytidae,Catherpes mexicanus,Canyon Wren,Least Concern,False,
85623,PEFO,Petrified Forest National Park,Troglodytidae,Cistothorus palustris,Marsh Wren,Least Concern,False,
85624,PEFO,Petrified Forest National Park,Troglodytidae,Salpinctes obsoletus,Rock Wren,Least Concern,False,
85625,PEFO,Petrified Forest National Park,Troglodytidae,Thryomanes bewickii,Bewick's Wren,Least Concern,False,
85626,PEFO,Petrified Forest National Park,Troglodytidae,Troglodytes aedon,House Wren,Least Concern,False,
85627,PEFO,Petrified Forest National Park,Turdidae,Catharus guttatus,Hermit Thrush,Least Concern,False,
85628,PEFO,Petrified Forest National Park,Turdidae,Catharus ustulatus,Swainson's Thrush,Least Concern,False,
85629,PEFO,Petrified Forest National Park,Turdidae,Myadestes townsendi,Townsend's Solitaire,Least Concern,False,
85630,PEFO,Petrified Forest National Park,Turdidae,Sialia currucoides,Mountain Bluebird,Least Concern,False,
85631,PEFO,Petrified Forest National Park,Turdidae,Sialia mexicana,Western Bluebird,Species of Concern,True,
85632,PEFO,Petrified Forest National Park,Turdidae,Turdus migratorius,American Robin,Least Concern,False,
85633,PEFO,Petrified Forest National Park,Tyrannidae,Camptostoma imberbe,Northern Beardless Tyrannulet,Least Concern,False,
85634,PEFO,Petrified Forest National Park,Tyrannidae,Contopus cooperi,Olive Sided Flycatcher,Species of Concern,True,
85635,PEFO,Petrified Forest National Park,Tyrannidae,Contopus sordidulus,Western Wood Pewee,Least Concern,False,
85636,PEFO,Petrified Forest National Park,Tyrannidae,Empidonax hammondii,Hammond's Flycatcher,Least Concern,False,
85637,PEFO,Petrified Forest National Park,Tyrannidae,Empidonax oberholseri,Dusky Flycatcher,Least Concern,False,
85638,PEFO,Petrified Forest National Park,Tyrannidae,Empidonax occidentalis,Cordilleran Flycatcher,Least Concern,False,
85639,PEFO,Petrified Forest National Park,Tyrannidae,Myiarchus cinerascens,Ash Throated Flycatcher,Least Concern,False,
85640,PEFO,Petrified Forest National Park,Tyrannidae,Pyrocephalus rubinus,Vermilion Flycatcher,Species of Concern,True,
85641,PEFO,Petrified Forest National Park,Tyrannidae,Sayornis nigricans,Black Phoebe,Least Concern,False,
85642,PEFO,Petrified Forest National Park,Tyrannidae,Sayornis saya,Say's Phoebe,Least Concern,False,
85643,PEFO,Petrified Forest National Park,Tyrannidae,Tyrannus verticalis,Western Kingbird,Least Concern,False,
85644,PEFO,Petrified Forest National Park,Tyrannidae,Tyrannus vociferans,Cassin's Kingbird,Least Concern,False,
85645,PEFO,Petrified Forest National Park,Vireonidae,Vireo bellii,Bell's Vireo,Least Concern,False,
85646,PEFO,Petrified Forest National Park,Vireonidae,Vireo gilvus,Warbling Vireo,Least Concern,False,
85647,PEFO,Petrified Forest National Park,Vireonidae,Vireo huttoni,Hutton's Vireo,Least Concern,False,
85648,PEFO,Petrified Forest National Park,Vireonidae,Vireo philadelphicus,Philadelphia Vireo,Least Concern,False,
85649,PEFO,Petrified Forest National Park,Vireonidae,Vireo plumbeus,Plumbeus Vireo,Least Concern,False,
85650,PEFO,Petrified Forest National Park,Vireonidae,Vireo vicinior,"Gray Vireo, Grey Vireo",Species of Concern,True,
85651,PEFO,Petrified Forest National Park,Ardeidae,Ardea alba,Great Egret,Least Concern,False,
85652,PEFO,Petrified Forest National Park,Ardeidae,Ardea herodias,Great Blue Heron,Species of Concern,True,
85653,PEFO,Petrified Forest National Park,Ardeidae,Botaurus lentiginosus,American Bittern,Species of Concern,True,
85654,PEFO,Petrified Forest National Park,Ardeidae,Bubulcus ibis,"Cattle Egret, Western Cattle Egret",Least Concern,False,
85655,PEFO,Petrified Forest National Park,Ardeidae,Butorides virescens,Green Heron,Least Concern,False,
85656,PEFO,Petrified Forest National Park,Ardeidae,Egretta thula,Snowy Egret,Least Concern,False,
85657,PEFO,Petrified Forest National Park,Ardeidae,Nycticorax nycticorax,Black Crowned Night Heron,Species of Concern,True,
85658,PEFO,Petrified Forest National Park,Pelecanidae,Pelecanus erythrorhynchos,American White Pelican,Species of Concern,True,
85659,PEFO,Petrified Forest National Park,Pelecanidae,Pelecanus occidentalis,Brown Pelican,In Recovery,True,
85660,PEFO,Petrified Forest National Park,Threskiornithidae,Plegadis chihi,White Faced Ibis,Species of Concern,True,
85661,PEFO,Petrified Forest National Park,Picidae,Colaptes auratus,Northern Flicker,Least Concern,False,
85662,PEFO,Petrified Forest National Park,Picidae,Melanerpes formicivorus,Acorn Woodpecker,Least Concern,False,
85663,PEFO,Petrified Forest National Park,Picidae,Melanerpes lewis,"Lewis' Woodpecker, Lewis's Woodpecker",Least Concern,False,
85664,PEFO,Petrified Forest National Park,Picidae,Picoides pubescens,Downy Woodpecker,Species of Concern,True,
85665,PEFO,Petrified Forest National Park,Picidae,Picoides scalaris,Ladder Backed Woodpecker,Least Concern,False,
85666,PEFO,Petrified Forest National Park,Picidae,Picoides villosus,Hairy Woodpecker,Least Concern,False,
85667,PEFO,Petrified Forest National Park,Picidae,Sphyrapicus nuchalis,Red Naped Sapsucker,Least Concern,False,
85668,PEFO,Petrified Forest National Park,Picidae,Sphyrapicus ruber,Red Breasted Sapsucker,Least Concern,False,
85669,PEFO,Petrified Forest National Park,Picidae,Sphyrapicus thyroideus,Williamson's Sapsucker,Species of Concern,True,
85670,PEFO,Petrified Forest National Park,Picidae,Sphyrapicus varius,Yellow Bellied Sapsucker,Species of Concern,True,
85671,PEFO,Petrified Forest National Park,Podicipedidae,Aechmophorus occidentalis,Western Grebe,Species of Concern,True,
85672,PEFO,Petrified Forest National Park,Podicipedidae,Podiceps nigricollis,"Black Necked Grebe, Eared Grebe",Least Concern,False,
85673,PEFO,Petrified Forest National Park,Podicipedidae,Podilymbus podiceps,Pied Billed Grebe,Least Concern,False,
85674,PEFO,Petrified Forest National Park,Podicipedidae,Tachybaptus dominicus,Least Grebe,Least Concern,False,
85675,PEFO,Petrified Forest National Park,Strigidae,Asio flammeus,Short Eared Owl,Species of Concern,True,Owl
85676,PEFO,Petrified Forest National Park,Strigidae,Asio otus,Long Eared Owl,Species of Concern,True,Owl
85677,PEFO,Petrified Forest National Park,Strigidae,Athene cunicularia,Burrowing Owl,Least Concern,False,Owl
85678,PEFO,Petrified Forest National Park,Strigidae,Bubo virginianus,Great Horned Owl,Least Concern,False,Owl
85679,PEFO,Petrified Forest National Park,Strigidae,Megascops kennicottii,Western Screech Owl,Least Concern,False,Owl
97207,SAGU,Saguaro National Park,Accipitridae,Accipiter cooperii,Cooper's Hawk,Species of Concern,True,Hawk
97208,SAGU,Saguaro National Park,Accipitridae,Accipiter gentilis,Northern Goshawk,Least Concern,False,Hawk
97209,SAGU,Saguaro National Park,Accipitridae,Accipiter striatus,Sharp Shinned Hawk,Species of Concern,True,Hawk
97210,SAGU,Saguaro National Park,Accipitridae,Aquila chrysaetos,Golden Eagle,Species of Concern,True,Eagle
97211,SAGU,Saguaro National Park,Accipitridae,Buteo albonotatus,Zone Tailed Hawk,Least Concern,False,Hawk
97212,SAGU,Saguaro National Park,Accipitridae,Buteo jamaicensis,Red Tailed Hawk,Least Concern,False,Hawk
97213,SAGU,Saguaro National Park,Accipitridae,Buteo nitidus,Grey Hawk,Least Concern,False,Hawk
97214,SAGU,Saguaro National Park,Accipitridae,Buteo regalis,Ferruginous Hawk,Least Concern,False,Hawk
97215,SAGU,Saguaro National Park,Accipitridae,Buteo swainsoni,Swainson's Hawk,Least Concern,False,Hawk
97216,SAGU,Saguaro National Park,Accipitridae,Buteogallus anthracinus,Common Black Hawk,Least Concern,False,Hawk
97217,SAGU,Saguaro National Park,Accipitridae,Circus cyaneus,Northern Harrier,Species of Concern,True,Harrier
97218,SAGU,Saguaro National Park,Accipitridae,Parabuteo unicinctus,Harris' Hawk,Species of Concern,True,Hawk
97219,SAGU,Saguaro National Park,Cathartidae,Cathartes aura,Turkey Vulture,Species of Concern,True,Vulture
97220,SAGU,Saguaro National Park,Cathartidae,Coragyps atratus,Black Vulture,Least Concern,False,Vulture
97221,SAGU,Saguaro National Park,Pandionidae,Pandion haliaetus,Osprey,Species of Concern,True,Osprey
97222,SAGU,Saguaro National Park,Anatidae,Anas platyrhynchos,Mallard,Least Concern,False,
97223,SAGU,Saguaro National Park,Anatidae,Branta canadensis,Canada Goose,Least Concern,False,
97224,SAGU,Saguaro National Park,Anatidae,Lophodytes cucullatus,Hooded Merganser,Least Concern,False,
97225,SAGU,Saguaro National Park,Apodidae,Aeronautes saxatalis,White Throated Swift,Least Concern,False,
97226,SAGU,Saguaro National Park,Apodidae,Chaetura vauxi,Vaux's Swift,Species of Concern,True,
97227,SAGU,Saguaro National Park,Trochilidae,Archilochus alexandri,Black Chinned Hummingbird,Least Concern,False,
97228,SAGU,Saguaro National Park,Trochilidae,Calypte anna,Anna's Hummingbird,Least Concern,False,
97229,SAGU,Saguaro National Park,Trochilidae,Calypte costae,Costa's Hummingbird,Least Concern,False,
97230,SAGU,Saguaro National Park,Trochilidae,Cynanthus latirostris,Broad Billed Hummingbird,Least Concern,False,
97231,SAGU,Saguaro National Park,Trochilidae,Eugenes fulgens,Magnificent Hummingbird,Least Concern,False,
97232,SAGU,Saguaro National Park,Trochilidae,Selasphorus platycercus,Broad Tailed Hummingbird,Least Concern,False,
97233,SAGU,Saguaro National Park,Trochilidae,Selasphorus rufus,Rufous Hummingbird,Species of Concern,True,
97234,SAGU,Saguaro National Park,Trochilidae,Stellula calliope,Calliope Hummingbird,Species of Concern,True,
97235,SAGU,Saguaro National Park,Trochilidae,Trochilidae,Hummingbirds,Least Concern,False,
97236,SAGU,Saguaro National Park,Caprimulgidae,Caprimulgus vociferus,Whip Poor Will,Least Concern,False,
97237,SAGU,Saguaro National Park,Caprimulgidae,Chordeiles acutipennis,Lesser Nighthawk,Species of Concern,True,
97238,SAGU,Saguaro National Park,Caprimulgidae,Chordeiles minor,Common Nighthawk,Least Concern,False,
97239,SAGU,Saguaro National Park,Caprimulgidae,Phalaenoptilus nuttallii,Common Poorwill,Least Concern,False,
97240,SAGU,Saguaro National Park,Charadriidae,Charadrius vociferus,Killdeer,Least Concern,False,
97241,SAGU,Saguaro National Park,Scolopacidae,Actitis macularius,Spotted Sandpiper,Least Concern,False,
97242,SAGU,Saguaro National Park,Scolopacidae,Gallinago gallinago,Common Snipe,Least Concern,False,
97243,SAGU,Saguaro National Park,Scolopacidae,Limnodromus,Dowitchers,Least Concern,False,
97244,SAGU,Saguaro National Park,Ciconiidae,Mycteria americana,Wood Stork,Least Concern,False,
97245,SAGU,Saguaro National Park,Columbidae,Columba livia,Rock Dove,Least Concern,False,
97246,SAGU,Saguaro National Park,Columbidae,Columbina inca,Inca Dove,Least Concern,False,
97247,SAGU,Saguaro National Park,Columbidae,Columbina passerina,Commonground Dove,Least Concern,False,
97248,SAGU,Saguaro National Park,Columbidae,Patagioenas fasciata,Band Tailed Pigeon,Species of Concern,True,
97249,SAGU,Saguaro National Park,Columbidae,Streptopelia decaocto,Eurasian Collared Dove,Least Concern,False,
97250,SAGU,Saguaro National Park,Columbidae,Zenaida asiatica,White Winged Dove,Least Concern,False,
97251,SAGU,Saguaro National Park,Columbidae,Zenaida macroura,Mourning Dove,Least Concern,False,
97252,SAGU,Saguaro National Park,Alcedinidae,Megaceryle alcyon,Belted Kingfisher,Least Concern,False,
97253,SAGU,Saguaro National Park,Cuculidae,Coccyzus americanus,Yellow Billed Cuckoo,Threatened,True,
97254,SAGU,Saguaro National Park,Cuculidae,Geococcyx californianus,Greater Roadrunner,Least Concern,False,
97255,SAGU,Saguaro National Park,Falconidae,Caracara cheriway,Northern Crested Caracara,Least Concern,False,Caracara
97256,SAGU,Saguaro National Park,Falconidae,Falco columbarius,Merlin,Species of Concern,True,Falcon
97257,SAGU,Saguaro National Park,Falconidae,Falco mexicanus,Prairie Falcon,Species of Concern,True,Falcon
97258,SAGU,Saguaro National Park,Falconidae,Falco peregrinus,Peregrine Falcon,Species of Concern,True,Falcon
97259,SAGU,Saguaro National Park,Falconidae,Falco sparverius,American Kestrel,Least Concern,False,Kestrel
97260,SAGU,Saguaro National Park,Odontophoridae,Callipepla gambelii,Gambel's Quail,Least Concern,False,
97261,SAGU,Saguaro National Park,Odontophoridae,Callipepla squamata,Scaled Quail,Least Concern,False,
97262,SAGU,Saguaro National Park,Odontophoridae,Cyrtonyx montezumae,Montezuma Quail,Least Concern,False,
97263,SAGU,Saguaro National Park,Phasianidae,Meleagris gallopavo,Wild Turkey,Least Concern,False,
97264,SAGU,Saguaro National Park,Aegithalidae,Psaltriparus minimus,Bushtit,Least Concern,False,
97265,SAGU,Saguaro National Park,Alaudidae,Eremophila alpestris,Horned Lark,Least Concern,False,
97266,SAGU,Saguaro National Park,Bombycillidae,Bombycilla cedrorum,Cedar Waxwing,Least Concern,False,
97267,SAGU,Saguaro National Park,Cardinalidae,Cardinalis,Cardinals,Least Concern,False,
97268,SAGU,Saguaro National Park,Cardinalidae,Cardinalis cardinalis,Northern Cardinal,Least Concern,False,
97269,SAGU,Saguaro National Park,Cardinalidae,Cardinalis sinuatus,Pyrrhuloxia,Least Concern,False,
97270,SAGU,Saguaro National Park,Cardinalidae,Passerina amoena,Lazuli Bunting,Least Concern,False,
97271,SAGU,Saguaro National Park,Cardinalidae,Passerina caerulea,Blue Grosbeak,Least Concern,False,
97272,SAGU,Saguaro National Park,Cardinalidae,Passerina cyanea,Indigo Bunting,Least Concern,False,
97273,SAGU,Saguaro National Park,Cardinalidae,Passerina versicolor,Varied Bunting,Least Concern,False,
97274,SAGU,Saguaro National Park,Cardinalidae,Pheucticus ludovicianus,Rose Breasted Grosbeak,Least Concern,False,
97275,SAGU,Saguaro National Park,Cardinalidae,Pheucticus melanocephalus,Black Headed Grosbeak,Least Concern,False,
97276,SAGU,Saguaro National Park,Cardinalidae,Piranga flava,Hepatic Tanager,Least Concern,False,
97277,SAGU,Saguaro National Park,Cardinalidae,Piranga ludoviciana,Western Tanager,Least Concern,False,
97278,SAGU,Saguaro National Park,Cardinalidae,Piranga rubra,Summer Tanager,Species of Concern,True,
97279,SAGU,Saguaro National Park,Certhiidae,Certhia americana,Brown Creeper,Species of Concern,True,
97280,SAGU,Saguaro National Park,Corvidae,Aphelocoma californica,Western Scrub Jay,Least Concern,False,
97281,SAGU,Saguaro National Park,Corvidae,Aphelocoma coerulescens,Scrub Jay,Threatened,True,
97282,SAGU,Saguaro National Park,Corvidae,Aphelocoma ultramarina,Gray Breasted Jay,Least Concern,False,
97283,SAGU,Saguaro National Park,Corvidae,Corvus corax,Common Raven,Least Concern,False,
97284,SAGU,Saguaro National Park,Corvidae,Cyanocitta stelleri,Stellar's Jay,Least Concern,False,
97285,SAGU,Saguaro National Park,Corvidae,Gymnorhinus cyanocephalus,Pinyon Jay,Species of Concern,True,
97286,SAGU,Saguaro National Park,Corvidae,Nucifraga columbiana,Clark's Nutcracker,Least Concern,False,
97287,SAGU,Saguaro National Park,Emberizidae,Aimophila carpalis,Rufous Winged Sparrow,Least Concern,False,
97288,SAGU,Saguaro National Park,Emberizidae,Aimophila cassinii,Cassin's Sparrow,Species of Concern,True,
97289,SAGU,Saguaro National Park,Emberizidae,Aimophila ruficeps,Rufous Crowned Sparrow,Least Concern,False,
97290,SAGU,Saguaro National Park,Emberizidae,Amphispiza belli,Sage Sparrow,Species of Concern,True,
97291,SAGU,Saguaro National Park,Emberizidae,Amphispiza bilineata,Black Throated Sparrow,Least Concern,False,
97292,SAGU,Saguaro National Park,Emberizidae,Calamospiza melanocorys,Lark Bunting,Least Concern,False,
97293,SAGU,Saguaro National Park,Emberizidae,Chondestes grammacus,Lark Sparrow,Least Concern,False,
97294,SAGU,Saguaro National Park,Emberizidae,Emberizidae,"American Sparrows, Buntings, Emberizid Finches, New World Sparrows, Towhees",Least Concern,False,
97295,SAGU,Saguaro National Park,Emberizidae,Junco hyemalis,Dark Eyed Junco,Least Concern,False,
97296,SAGU,Saguaro National Park,Emberizidae,Junco phaeonotus,Yellow Eyed Junco,Least Concern,False,
97297,SAGU,Saguaro National Park,Emberizidae,Melospiza lincolnii,Lincoln's Sparrow,Species of Concern,True,
97298,SAGU,Saguaro National Park,Emberizidae,Melospiza melodia,Song Sparrow,Least Concern,False,
97299,SAGU,Saguaro National Park,Emberizidae,Passerculus sandwichensis,Savannah Sparrow,Least Concern,False,
97300,SAGU,Saguaro National Park,Emberizidae,Passerella iliaca,Fox Sparrow,Least Concern,False,
97301,SAGU,Saguaro National Park,Emberizidae,Pipilo aberti,Abert's Towhee,Least Concern,False,
97302,SAGU,Saguaro National Park,Emberizidae,Pipilo chlorurus,Green Tailed Towhee,Species of Concern,True,
97303,SAGU,Saguaro National Park,Emberizidae,Pipilo erythrophthalmus,Rufous Sided Towhee,Least Concern,False,
97304,SAGU,Saguaro National Park,Emberizidae,Pipilo fuscus,Canyon Towhee,Least Concern,False,
97305,SAGU,Saguaro National Park,Emberizidae,Pipilo maculatus,Spotted Towhee,Least Concern,False,
97306,SAGU,Saguaro National Park,Emberizidae,Pooecetes gramineus,Vesper Sparrow,Least Concern,False,
97307,SAGU,Saguaro National Park,Emberizidae,Spizella atrogularis,"Black Chinned Sparrow, Black Throated Sparrow",Least Concern,False,
97308,SAGU,Saguaro National Park,Emberizidae,Spizella breweri,Brewer's Sparrow,Species of Concern,True,
97309,SAGU,Saguaro National Park,Emberizidae,Spizella passerina,Chipping Sparrow,Least Concern,False,
97310,SAGU,Saguaro National Park,Emberizidae,Zonotrichia albicollis,White Throated Sparrow,Least Concern,False,
97311,SAGU,Saguaro National Park,Emberizidae,Zonotrichia atricapilla,Golden Crowned Sparrow,Least Concern,False,
97312,SAGU,Saguaro National Park,Emberizidae,Zonotrichia leucophrys,White Crowned Sparrow,Least Concern,False,
97313,SAGU,Saguaro National Park,Fringillidae,Carduelis lawrencei,Lawrence's Goldfinch,Species of Concern,True,
97314,SAGU,Saguaro National Park,Fringillidae,Carduelis pinus,Pine Siskin,Least Concern,False,
97315,SAGU,Saguaro National Park,Fringillidae,Carduelis psaltria,Lesser Goldfinch,Least Concern,False,
97316,SAGU,Saguaro National Park,Fringillidae,Carduelis tristis,American Goldfinch,Least Concern,False,
97317,SAGU,Saguaro National Park,Fringillidae,Carpodacus cassinii,Cassin's Finch,Least Concern,False,
97318,SAGU,Saguaro National Park,Fringillidae,Carpodacus mexicanus,House Finch,Least Concern,False,
97319,SAGU,Saguaro National Park,Fringillidae,Carpodacus purpureus,Purple Martin,Least Concern,False,
97320,SAGU,Saguaro National Park,Fringillidae,Coccothraustes vespertinus,Evening Grosbeak,Least Concern,False,
97321,SAGU,Saguaro National Park,Fringillidae,Loxia curvirostra,Red Crossbill,Species of Concern,True,
97322,SAGU,Saguaro National Park,Hirundinidae,Hirundo rustica,Barn Swallow,Least Concern,False,
97323,SAGU,Saguaro National Park,Hirundinidae,Petrochelidon pyrrhonota,"American Cliff Swallow, Cliff Swallow",Least Concern,False,
97325,SAGU,Saguaro National Park,Hirundinidae,Stelgidopteryx serripennis,Northern Rough Winged Swallow,Least Concern,False,
97326,SAGU,Saguaro National Park,Hirundinidae,Tachycineta bicolor,Tree Swallow,Species of Concern,True,
97327,SAGU,Saguaro National Park,Hirundinidae,Tachycineta thalassina,Violet Green Swallow,Least Concern,False,
97328,SAGU,Saguaro National Park,Icteridae,Agelaius phoeniceus,Red Winged Blackbird,Least Concern,False,
